title,author,keywords,abstarct,url,vol,year,journal
The Establishment of Capitalist Property Law in Taiwan during the Early Japanese Colonial Period: 1898-1905,"Wan-Yu Chen, Tay-Sheng Wang","early Japanese colonial period, modern law, property law, capitalism","This paper begins with a critical review of studies of property law and contract law, which experienced dramatic changes in Taiwan during the Early Japanese Colonial Period. We then re-analyze the meanings of modern property laws and relationship between these laws and the capitalist economy from the legal and economic interaction perspective. We point out that the civil law norms at the beginning of Japanese rule were complicated by the elements of the person or territory, but the essence of the legal system had been reformed so as to increase its similarity to modern Western European capitalist law. Fundamental legal concepts were being gradually created in Taiwan.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202009-202010200002-202010200002-343-380,48.3,2020,Taiwan Economic Review
The Effect of a Modern Transport System for Commodities during the Period of Japanese Rule: Grain Transport (1899-1918),"Chia-Hao Chen, Lung-Pao Tsai","market integration, rice price, commodities transportation, railway, porter","Past studies on the economic history of Taiwan have argued that the formation of a modern transportation system during the Japanese colonial era promoted market integration of the cities close to the north-south railway line. In this paper, we will explore further these issues focusing on how the non-station areas were integrated into the Taiwan economy. We find that: (1) local railway systems decreased trade costs and interregional price gaps between non-station areas and station areas, and non-station areas and non-station areas. (2) the formation of a modern transportation system including the north-south railway line and local railway systems increased interregional trade.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202009-202010200002-202010200002-381-420,48.3,2020,Taiwan Economic Review
The Effects of Globalization on Labor Shares - Some Evidence from Taiwan's Manufacturing Industries,"Bih Jane Liu, Tzu-Han Yang, Deng-Shing Huang","labor share, globalization, technological progress, foreign direct investment","Taiwan has been experiencing fast globalization after the mid-1990s; Taiwan's labor share of income has also reached a peak in 1995 and has begun to fall since then. The purpose of this paper is to examine whether globalization is the main triggering factor for the falling labor shares in Taiwan's manufacturing industries. We show that manufacturing industries' adoption of more capital-intensive technology and increasing cumulative FDI to mainland China as a result of globalization are the two main factors causing the labor shares in Taiwan's manufacturing industries to fall. This is consistent with the findings in most previous literature. However, Taiwan's exports to China and cumulative FDI to countries other than China tend to raise labor shares, which is different from past findings. By breaking down the changes in labor shares, we find that because of the unique economic situation that Taiwan faces, the explanation for our empirical results (regardless of whether or not they are consistent with the literature) may differ from those provided by the literature.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202009-202010200002-202010200002-421-451,48.3,2020,Taiwan Economic Review
Student College Performance under the Multiple Entrance Policy - Evidence from Administrative Data of National Chengchi University,"Hao-Chung Li, Wen-Chieh Lee, Hsien-Ming Lien, Ping Wang, Kamhon Kan","multiple entrance policy, academic performance, nonacademic performance","This study uses the 2002-2015 administrative data of National Chengchi University to compare the performance of students entering through different tracks. Academically speaking, students admitted through high-school referral (REFER) performed the best, followed by those admitted through individual applications (APPLY). Students entering via joint examination and placement (JEP) on average performed least favorably. However, the academic difference between APPLY and JEP students were mainly due to their academic preparation before entering university. In particular, once we controlled for their score difference in the General Scholastic Ability Test (GSAT), academic performance in the university between APPLY and JEP students disappeared after 2007. On the other hand, REFER students still showed a strong academic advantage even after we controlled for GSAT scores. Also, we found that REFER and APPLY students were more willing to participate in school activities and join student clubs, though a substantial portion of this inclination can be explained by their GSAT scores. Finally, we devise an index to measure the scholastic match of each student to his/her department of study. The results suggest that since 2011, APPLY and JEP students on average have lower scores on this index, especially the ones from low PR high schools and low income areas.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202006-202007080010-202007080010-139-185,48.2,2020,Taiwan Economic Review
An Empirical Study on Labor Supply of Married Women in Taiwan Using Dynamic and Nonlinear Panel Data Model,"Chung-Hsin Tseng, Sheng-Kai Chang","panel data, probit model, Tobit model, state dependence","This paper follows the empirical methods in Hyslop (1999) to investigate married women's persistence of labor participation in Taiwan. Dynamic structures such as first-order state dependence and a first-order autoregressive error term are incorporated in the estimation. The data used in this paper is the Panel Study of Family Dynamics (PSFD) between 2004 and 2007. It is found that the effects of both age and education are similar to those found in the previous literature. Moreover, it is discovered that there is significantly positive first-order state dependence and a negative first-order autoregressive error term for labor participation of married women in Taiwan. The hypotheses of the exogeneity of fertility and husband's income are both rejected in all static models. However, the exogeneity of fertility could not be rejected in all dynamic models.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202006-202007080010-202007080010-187-220,48.2,2020,Taiwan Economic Review
Admission Channels in Matriculation and Academic Performance - A Case Study of One Northern Private University,"Hung-Lin Tao, Shing-Jen Wu, Bih-Show Chen, Yi-Wen Yang","matriculation, application, multi-star, exam-entrance","In this paper we analyze first two years' academic performance of students admitted to one northern private university from the years 2011 to 2015. The result shows that academic performance of students from the Multi-stars program is best, whether using grades, ranking in department or z-score as measuring standards for academic performance. This result still holds when using only required courses. Next to students from the Multi-stars program are students from the Application channel, while students from the Joint College Entrance Exam (JCEE) channel are worst in academic performance. The academic performance of students from the Multi-stars program in math and science related departments is worse than their performance in non-math and science departments. Nonetheless their performance is still significantly better than students from the JCEE channel. Academic performance of students from the JCEE channel are worse than students from the Multi-stars channel or Application channel in academic hour inputs, learning satisfaction, and academic status stability. The superior performance of students from the Multi-stars channel over students from the JCEE channel can not be explained by more academic hour inputs. Grades from high-school might be a good reason for their superior academic performance in university. But this factor is not the sole reason for the superiority of the Multi-stars channel students. In this paper, we try to give some other explanations.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202006-202007080010-202007080010-221-268,48.2,2020,Taiwan Economic Review
Innovation Upgrades in Subcontractor Firms and Industrial Dynamics,Chung-Hsing Hsieh,"firm heterogeneity, innovation upgrades, variable demand elasticity, OBM","We introduce international fragmentation of production processes in the Melitz and Ottaviano (2008) model. We do so to explore perspectives on innovation upgrades in subcontractor firms. We first demonstrate that high-productivity firms are the firms that are most likely to develop into own-brand manufacturing (OBM) players. Such firms profit little from subcontracting upgrading and can afford the fixed cost of adoption. We then embed our results in a dynamic setting to address questions on the long-term evolution of latecomer firms and industrial dynamics. When adoption costs are high enough, a brand vendor can benefit from the OBM strategy of its partner, and consequently, does not boycott collaborative upgrades as retaliation. Furthermore, the impact of OBM strategies on market structure is demonstrated to depend on the extent of productivity heterogeneity. Market structure is unstable and low-productivity incumbents will be replaced by OBM players if productivity is heterogeneous enough. By contrast, old and new brands can coexist in a stable market. Finally, an exogenous decrease in the fixed cost of adoption can expedite subcontractor adoption of the OBM strategy. This may persuade a higher fraction of OBM players to join.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202006-202007080010-202007080010-269-299,48.2,2020,Taiwan Economic Review
Pension Reform in Taiwan: A Macroeconomic Analysis,"Yu-Hsiang Cheng, Huan-Chih Lin, Atsuko Tanaka","pension reform, labor supply, intensive margin, extensive margin","This paper quantifies the fiscal costs of different policy reforms in Taiwan that achieve the goal of a self-financed pension system. We build a general equilibrium life-cycle model with endogenous labor supply on both intensive and extensive margins, consumption, savings, and benefit claiming. We conduct counterfactual analysis to evaluate the impacts of various reforms that could balance the pension budget while taking current demographic changes into account. We find that the pension system can be self-financed if the government (i) increases income taxes by 5.4%, (ii) increases consumption taxes by 6.2%, (iii) increases pension taxes by 9.3%, or (iv) decreases the pension benefits by 23.5%. We also compare our results with those from a partial equilibrium model, often used in the existing studies. The comparison highlights the importance of the general equilibrium effects and indicates that partial equilibrium analysis underestimates the negative effects on the labor supply.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202003-202004140004-202004140004-1-30,48.1,2020,Taiwan Economic Review
Multi-channel Admission and Academic Achievement,"Wei-Lun Lee, Hui-Wen Koo, Ming-Ching Luoh, Ming-Jen Lin","multi-channel admission, college application, entrance exam, high school alma mater, college score","At the turn of this century, National Taiwan University (NTU) started to admit undergraduate students via different channels. Top ranked students in high school are considered by the Star Program. Students interested in the Application Program are first screened by their GSAT (General Scholastic Ability Test) scores, and those who pass this screening will be further evaluated by the departments. Students not admitted by these two programs take a national joint entrance examination (Exam) and will be matched with departments of various universities based on their scores. This study compares college performance of students who enter NTU via different channels. We find that students admitted by the Application Program perform better than those admitted by the Exam Program. However, this performance difference could be explained by the difference in their GSAT scores. Star students, on average, perform better than other students. Once we focus on high schools that have no graduates entering NTU via the Application or Exam Program, we find their Star students have lower college scores than other students. These Star students, usually from backward places, though lagging behind their classmates in GSAT scores, exhibit good upward mobility in their class ranks.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202003-202004140004-202004140004-31-76,48.1,2020,Taiwan Economic Review
Taiwan's Financial Conditions and Economic Forecasting,"Tien-Huei Chang, Hao-Pang Chu","financial conditions index, credit, asset price, downside risks","In this paper, we develop Taiwan's financial conditions index (FCI) using a wide range of financial indicators, especially encompassing real estate and credit data in order to study the relationship of financial conditions and economic forecasting. We employ the two-step dynamic factor model of Doz, Giannone, and Reichlin (2011) which makes estimation more accurate and efficient. The results indicate FCI not only performs better as a leading indicator of real economic variables, but also provides additional information for forecasting economic activity. Furthermore, the higher the future economic downside risks, the better the FCI serves as a leading indicator. FCI (specifically incorporating information on real estate and credit variables) appears to signal downside risks to economic growth well.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202003-202004140004-202004140004-77-106,48.1,2020,Taiwan Economic Review
"Liquidity, Unemployment and Monetary Policy","Yen-Chien Chen, Te-Tsun Chang, Yo-Long Lin","pledgeability, unemployment, Phillips curve","In the current paper we study the interactions between asset liquidity (pledge-ability), unemployment, and monetary policies in a general equilibrium framework. Limited commitment or imperfect monitoring affects interterm-poral allocation of resources. People then use assets as collateral to ensure compliance with commitment. In the monetary equilibrium, the debt limits are determined by monetary policies. Higher monetary growth rates lower real balances but push up real housing prices. Households, however, consume less because of decreasing values of purchasing power of total assets. Also, firms hire fewer workers because of the decline in profits. In the end, we see the positive slope of the Phillips curve.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-202003-202004140004-202004140004-107-136,48.1,2020,Taiwan Economic Review
Ranking of Economics Journals: the 2019 Update,"Ming-Jen Lin, Chang-Ching Lin, Juin-Jen Chang, Tien-Wang Tsaur, Hao-Yen Yang","journal ranking, citation frequency, impact factor","Following Tsaur, Wang, Lin, Chen, Chang, and Huang (2013), we use both qualitative and quantitative methods to provide an updated ranking of international as well as domestic economics journals. In response to the rapidly changing market of international journals, this update focuses especially on the new rising journals that were not in our previous list. Since local journals are also very important in both the development of local scholars, and the discussion of Taiwanese economic policy issues, we also rank the local journals based on these factors.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201912-202001070003-202001070003-503-542,47.4,2019,Taiwan Economic Review
Median Location and Economic Geography,Jyh-Fa Tsai,"median location, core-periphery model, New Economic Geography, agglomeration, three regions","This study explores the role of median location in a footloose entrepreneur (FE) version and Helpman's (1998) version of NEG models. Two kinds of location distribution for three regions are considered: One is an equilateral triangle (with no median location). The other is the distribution in which three points are equidistant between two adjacent points on a line (the middle region is the median region). The results show that there are some differences between these two settings. In the setting with no median location, firms will agglomerate at any of the three regions with low transport costs in the FE model and high transport costs in the Helpman model and will equally distribute among the three regions with high transport costs in the FE model and low transport costs in the Helpman model. In the setting with a median location, the symmetric industrial dispersion among the three regions emerges when transport costs are larger than those in the triangle with no median location in the FE model, because the advantage of median location is lost only when transport costs are larger. However, this symmetric dispersion never emerges in the Helpman model unless transport costs approach zero. In the Helpman model, a unique asymmetric distribution at the median location increases from one-third as transport costs increases. This shows that the advantage of median location exists even in the Help-man model, which provides housing services as a major centrifugal force.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201912-202001070003-202001070003-543-578,47.4,2019,Taiwan Economic Review
Measuring the Connectedness of Returns and Volatilities in Asian Stock Markets,"Shih-Hsun Hsu, Jia-Cing Lee","Return and Volatility, generalized forecast error variance decomposition, connectedness, spillover effect, connectedness layout","According to the network topology and the framework proposed by Diebold and Yilmaz (2014), this paper measures the potential connectedness of returns and volatilities among Asian stock markets while controlling for the effects of European and U.S. stock markets. The main findings are (i) the connectedness among Asian stock markets is getting closer in general; (ii) the larger values of the connectedness index are usually observed in the periods of financial crises; (iii) Hong Kong and Singapore play the major roles as far as spillover effects on Asian stock markets are concerned, whereas China and Russia play only minor roles.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201912-202001070003-202001070003-579-620,47.4,2019,Taiwan Economic Review
The Impact of a Raise in Reimbursement: A Payment Increase for Vaginal Delivery in 2005 as an Example,"Hsien-Ming Lien, Hsing-Wen Han","cesarean section, induced demand, healthcare quality","In May 2005, Bureau of National Health Insurance doubled the reimbursement for vaginal delivery to the same rate as paid for cesarean section (c-section) in order to reduce the c-section rate and improve the quality of care. This reimbursement adjustment provides an excellent opportunity to examine whether such a payment increase can improve healthcare quality. Using obstetric cases of firstborns in 2004 and 2006 from National Health Insurance Data, this study examines if there was a negative relation between quality indicators (e.g. c-section, re-admission, and length of stay) and doctor's income, measured in terms of payments paid by NHI for baby delivery. To control for the endogenous bias, the study employs ＂first-difference＂ methods to attenuate the bias arising from unobserved factors, and restricts the sample to firstborn babies. Our results indicate that the doctor's income and c-section rate is statistically uncorrelated on the whole, but negatively related for doctors who previously had a lower percentage of c-sections. Additionally, we found the payment reduces both the 14 and 30 days re-admission after vaginal delivery. Furthermore, the analysis indicates that one explanation- a c-section is preferred by women for the sake of personal reasons- is largely consistent with our empirical findings. Finally, we found the effect of the payment increase did not spill over to gynecology or pediatric services in the same hospital.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201912-202001070003-202001070003-621-664,47.4,2019,Taiwan Economic Review
Public Information and Information Aggregation in Committees,Cheng-Tai Wu,"strategic voting, public information, Condorcet jury theorem, Condorcet jury theorem","We investigate how public information affects the voting behavior of the voters and the error (information efficiency) of the equilibrium decision of a committee. The influence of public information on efficiency can be decomposed into the information effect and the equilibrium effect. Public information provides an extra piece of information that helps the voters better match their votes with the received signals, and hence may reduce the error. However, it also affects the equilibrium behavior of the strategic voters, and this may increase the error. We show that for any non-unanimous voting rule, when the precision of public information is marginally higher than that of private information, the information effect is negligible, while the equilibrium effect has negative impact on efficiency. Hence, public information with low precision may make the decision of the committee worse. By contrast, for the unanimous rule, the equilibrium effect has positive impact and public information will always improve the efficiency. Furthermore, we find that the existence of non-strategic voters may cause asymptotic inefficiency when the voting rule is too stringent in the sense that it is far away from the simple majority rule. Public information can de facto alter the voting rule to be less stringent through its influence on the votes of the non-strategic voters. Thus, the efficiency can be improved.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201909-201910180004-201910180004-321-361,47.3,2019,Taiwan Economic Review
Text Mining of the FOMC Minutes and Forecasts of Taiwan Economic Variables,"Yu-Lieh Huang, Chung-Ming Kuan","federal Open Market Committee, sentiment analysis, text mining, topic models","In this paper we extract useful information from the minutes of the Federal Open Market Committee (FOMC) and examine how such information can help predict economic/financial variables. Based on the minutes during 1993-2016, we conduct sentiment analysis to determine the FOMC's attitude towards different topics, i.e., the mandates of the FED. Our approach is different from related studies in the following respects. First, we identify compound words which carry more specific meaning than do single words. Second, we adopt the topic model, MAP-PLSA, for estimating the conditional probabilities of these words/terms, which in turn can be used to classify sentences in the minutes under different topics. Third, the attitude towards each topic is determined by the ＂tone＂ of its sentences. We then proceed to evaluate whether the FOMC's attitude towards different topics can be used to improve economic forecasts.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201909-201910180004-201910180004-363-391,47.3,2019,Taiwan Economic Review
Education Opportunity Inequality Across Income in Taiwan,"Hui-Chih Shen, Ming-Jen Lin","intergeneration mobility, reversed income redistribution, family background, higher education","This paper explores intergenerational income mobility through the education channel. We use 2000-2015 household income data provided by the Fiscal Information Agency. We find a strong correlation between household income and access to higher education. The median of yearly household income in the full sample is 0.86 million NTD, while the medians among National Taiwan University students and public university students are higher than 1.5 and 1 million NTD respectively. We look into asset distribution in every education category, finding a huge amount of wealth inequality and rigidity of intergenerational mobility. The positive correlation between education subsidy and students' household income shows that government subsidy may lead to income redistribution from the poor to the rich.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201909-201910180004-201910180004-393-453,47.3,2019,Taiwan Economic Review
Luck of Chinese Name Strokes and Fate,Hung-Lin Tao,"chinese name stroke, occult, self-fulfilling, education, happiness","Using the Panel Study of Family Dynamics (PSFD) 2014, this study finds that more and more young Taiwanese believe in the occult nature of the number of strokes in Chinese characters. Education does not reduce this belief. Unless individual's educational attainment is higher than or equal to a college degree, education actually encourages the belief. Using happiness, health status, marital status, educational attainment, and income to represent fate, one's fate is not associated with the number of strokes in one's Chinese name. The former three types of fate are not correlated with the number of Chinese name strokes. Educational attainment is positively associated with the degree of luck in the number of Chinese name strokes. This relation disappears, however when the manipulation of Chinese name strokes and parents' investment in children are controlled, indicating a self-fulfilling prophecy. Income is correlated with lucky number of strokes only when education is dropped, suggesting that the number of strokes is correlated with income through education.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201909-201910180004-201910180004-455-502,47.3,2019,Taiwan Economic Review
Predicting House Prices with Real-Estate-Related Stocks,Tzu-Yu Lin,"real-estate-related stock prices, house prices, in-and out-of-sample prediction","This paper investigates the forecasting content of real-estate-related stock prices for house prices. Using both in- and out-of-sample tests, this paper shows that real-estate-related stock price indices have extremely robust power in predicting US house prices. The empirical results are highly valuable for investors and policy makers because real-estate-related stock prices are shown to be a reliable predictor reflecting timely market information and are readily available to forecast real estate market movements.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201906-201907030007-201907030007-159-182,47.2,2019,Taiwan Economic Review
International Currency and Monetary Policy in a Model with Heterogeneous Productivity,"Ying-Syuan Li, Yiting Li","international currency, heterogeneity in productivity, two-country two-currency search monetary model, monetary policy","We construct a two-country two-currency search monetary model to study how improved productivity in a country affects the circulation of its currency, and the monetary policy implications. Increased productivity in a country helps its currency circulate internationally, and this is more likely to occur if its market size is large and inflation rate is low. If the issuer of the international currency (e.g., the U.S.) has higher productivity, it enjoys higher welfare than the other country. In the local currency issuing country, the welfare of its producers is lower than that of consumers, due to the productivity disadvantage. Higher inflation of the international currency results in different impacts between countries, and across different types of agents in the other country: First, it reduces welfare in both countries, with the international currency issuing country suffering higher welfare loss; second, it hurts consumers more than producers in the other country, and thereby reduces the welfare differential, because consumers need to pay more seignior-age taxes. If the local currency issuing country has higher productivity, it enjoys higher welfare than the international currency issuer. Higher inflation of the international currency thus increases welfare differences between the two countries, and also worsens the distribution of welfare in the other country. Monetary policy implications thus depend on heterogeneity in productivity.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201906-201907030007-201907030007-183-215,47.2,2019,Taiwan Economic Review
On the Intergenerational Transmission of Parental Education and Learning Achievement to their Children: A Study based on Taiwan Data,"Mei Hsu, Been-Lon Chen","quantile regression model, intergenerational transmission in education, differential in educational attainment, TEPS","Utilizing more efficient estimators from quantile regression models and the reactions in quantile of the whole distribution, we analyze the systematic differences in intergenerational education correlations across the conditional quantiles of pupils' test scores. The key question is whether the bottom of the test score distribution looks different than the top. Our empirical evidence indicates a strong intergenerational transmission of educational inequalities between parental education levels and junior and senior school pupils' learning achievements. Parents with higher education affects pupil's learning in significantly positive ways. The differentials in senior and junior high school pupils' score distribution are positively associated to their father's education. Although these differentials persist in the high tail of these pupils' score distribution, there is convergence in the high tail of junior high school pupils' score distribution. The mother's education has a significantly higher influence on the learning distribution of junior high school pupils' score. By contrast, a father's education has a stronger impact on the learning distribution of senior high counterparts. Given a father, with the same education, a mother significantly and positively affects both junior and senior high school pupils' mathematics scores in the high end of the distribution.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201906-201907030007-201907030007-217-272,47.2,2019,Taiwan Economic Review
Imposing Monotonicity and Curvature Conditions on the Bayesian Stochastic Directional Distance Function to Measure Efficiencies,"Tai-Hsin Huang, Chia-Wei Lin, Chu-Nan Hu","Bayesian approach, directional distance function, undesirables, monotonicity and curvature","This paper applies the Bayesian approach to estimate the directional distance function (DDF) with the imposition of monotonicity and curvature, using national data covering 1970-2010. The inefficiency term is further specified as a function of several environmental variables. The salient feature of DDF is its ability to take undesirables into account. For the purpose of comparison we also estimate the output distance function. Evidence is found that the output distance function tends to overestimate the measure of technical efficiency and underestimate the rate of technical change. DDF that imposes monotonicity and curvature is found to be superior to the output distance function in terms of estimated efficiency scores and the rate of technical progress.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201906-201907030007-201907030007-273-320,47.2,2019,Taiwan Economic Review
A Nonlinear View of Long-Run PPP Using Cross-Sectionally Dependent Heterogeneous Panels,"Yi-Chi Chen, Chang-Ching Lin, Chor-yiu Sin","asymmetric adjustment, cross-sectional dependence, long-run PPP, real exchange rate, threshold autoregression (TAR)","Empirical studies have flourished on long-run PPP using panel unit root tests, which supposedly have high power. In this paper, we adopt, in a panel data context, a nonlinear multiple-regime model, namely Threshold Autoregression (TAR), and perform a panel unit root test for each regime in the TAR. This new procedure takes advantage of two existing approaches: the inference for a TAR model with a unit root, and the panel unit root tests with the augmented panel Dickey-Fuller regression. The real exchange rate dynamics in a panel of 17 OECD countries over the recent floating exchange rate period are investigated. Three distinct regimes are identified. In particular, the support for long-run PPP is much stronger in the post-Maastricht-Treaty period than the period before; in the pre- Maastricht-Treaty period, there is some evidence for long-run PPP when the sterling-dollar appreciated, while the evidence is weak when the sterling-dollar depreciated. Our results are robust to expanding the data set to 2012, using the euro foreign exchange reference rates.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201903-201904110005-201904110005-1-40,47.1,2019,Taiwan Economic Review
Exchange Rate Undervaluation Policy in Taiwan,Shiu-Sheng Chen,"central bank, exchange rate undervaluation policy","This paper investigates the exchange rate undervaluation policy in Taiwan since 1998. We examine how currency undervaluation affects economic growth, industrial upgrading, monetary policy, house prices, and fiscal structure. Overall, we argue that the undervaluation policy adopted by the Central Bank of Taiwan has several negative impacts on Taiwan's economy. It is suggested that the Central Bank of Taiwan should discard the undervaluation policy. The authorities should move towards a more fully market-determined exchange rate, reduce foreign exchange interventions, and increase the transparency and accountability of exchange rate policy.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201903-201904110005-201904110005-41-74,47.1,2019,Taiwan Economic Review
Does Legal Punishment of Drunk Driving Deter Alcohol-Involved Traffic Accidents? An Application of the Regression Discontinuity Approach,Wei-Der Tsai,"regression discontinuity design, Article 185-3 of Criminal Code, Section 35 of Statute Governing Road Traffic, Article 114 of Rules of Road Traffic Safety","This study examines the effects of the statutory changes in drunk driving penalties on the incidence of alcohol-involved traffic accidents. During 2003-2013, several regulatory changes regarding the punishment for drunk driving were implemented, aiming to deter driving after drinking via raising the fine, extending the license suspension period and adding jail time, etc. Employing the regression discontinuity design, we empirically investigate whether the four statutory changes have effects on the deterrence of alcohol-related traffic accidents, leading to a lower ratio of drunk-driving traffic accidents to total road accidents. Our empirical results indicate that only the last statutory change of Article 185-3 of the Criminal Code, significantly reduced the ratio of drunk driving accidents. That statutory change also had spillover effects, lessening both the number of alcohol-related traffic accidents and the total number of road accidents. Two changes contributed to the drunk-driving reducing effects. One is the insertion of the BrAC/BAC legal level in the statute of the Criminal Code. The other is the lowering of the BrAC/BAC criteria for administrative penalties for drunk driving. Our empirical results provide implications for policy aiming to ban drunk driving.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201903-201904110005-201904110005-75-126,47.1,2019,Taiwan Economic Review
The Impact of Media Coverage on Epidemic Control: Evidence from the Case of H1N1 in Taiwan,"Hsien-Ming Lien, Shih-Chang Huang, Yu-Ning Chien","media coverage, epidemic control, difference-in-differences, H1N1 vaccine, Chih-Liang Yang","To prevent the spread of the H1N1 pandemic in 2009, the Taiwanese government launched a large-scale H1N1 vaccination campaign. However, the death of ＂Liu Xiaodi＂ after vaccination triggered a pan-green media questioning of the safety of the vaccine. In response, Minister of Health, Dr. Yang, criticized irresponsible media reports that would endanger Taiwanese heath. Because vaccines for preschool children require two doses, with a four-week gap, to ensure sufficient protection, we thus employed the National Health Insurance dataset to obtain vaccination records for children aged between 1 and 6, and used the second dose vaccination rate (after the Liu Xiaodi incident) to investigate the impact of the media effect. Given that the pan-green media has a higher rating in agriculture counties, we also employ the DD method to compare the second dose rate of children covered by public employee insurance and farmer insurance. Our estimates indicate a large reduction in the second dose vaccination rate, ranging from 12% to 22%. Results of DD estimation also confirms the presence of spillover effects. Finally, the reduction of the vaccination rate significantly decreases, not increases, the hospital admission rate due to H1N1. We suspect that the media coverage unexpectedly lowered the H1N1 infection rate.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201903-201904110005-201904110005-127-155,47.1,2019,Taiwan Economic Review
Treatment Effect Models: A Brief Review,"Yu-Chin Hsu, Tsung-Chih Lai","rubin causal model, treatment effect, propensity score, inverse probability weighting","Over the last three decades, much progress has been made in the treatment effect literature. In this article, we review the identification and estimation results of average treatment effects based on inverse probability weighting under the unconfoundedness assumption. We also discuss similar identification and estimation results of local average treatment effects when treatment assignment is endogenous but a binary instrumental variable is available. We then introduce a test for the unconfoundedness assumption and summarize some recent developments in the treatment effect literature. Finally, we point out some future research directions.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201812-201901070007-201901070007-501-521,46.4,2018,Taiwan Economic Review
An Estate Tax Data Analysis of Wealth Inequality and Wealth Composition in Taiwan,"Da-Kai Wu, Joe Chen","wealth inequality, wealth composition, estate tax","Based on estate tax returns from 2001 to 2015 and using the estate multiplier method to blow up the sample of decedents to represent the number of the living, this paper analyzes wealth inequality and wealth composition in Taiwan. The results suggest that the degree of wealth inequality has gradually increased in recent years, in accordance with the observation that financial assets became more concentrated. In addition, the concentration of wealth and the resulting inequality is not only between the rich and the poor; it also happens within the rich group. At the same time, the results suggest a tendency to hold more financial assets as opposed to real estate and other non-financial assets. One of the possible explanations is that the decreasing effective tax rate of the estate tax reduces incentives to hold real estates for tax benefits. Despite the increase in the proportion of financial assets, land is still the major choice of property holding as measured by the ratio of wealth. The second part of the study uses regression analyses to explore the relationship between the effective tax rate (of the estate tax) and the composition of wealth. Results show that the effective estate tax rate is positively correlated with the ratio of land to total wealth, and negatively correlated with the ratio of deposits and investment. These results show that when facing a higher tax burden, individuals tend to take advantage of the undervaluing of land in the current tax system to obtain tax benefits. This adds to existing evidence that taxes distorts individuals' choice of asset types, and affects individuals' decisions on asset allocation.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201812-201901070007-201901070007-523-567,46.4,2018,Taiwan Economic Review
"The Multichannel Entrance Program for High School and Junior College in 2001 and Subsequent Academic Pressure, Performance in School, and Satisfaction with School",Chia-Hua Liu,"multi-channel entrance program, satisfaction with school, academic pressure, performance in school","The paper uses the Taiwan Youth Project to examine determinants of three entrance channels of the multichannel entrance program for high school and junior college, as well as correlations between the entrance channel and subsequent satisfaction with school and academic pressure. Results indicate that students' academic records during junior high school are correlated with admissions through screening and application channels. Although students' satisfaction with school is increased, their academic pressure is not alleviated after the program. Students entering schools via different channels differ in satisfaction with school and performance in school. Compared to the examination channel, students entering schools via screening and application channels are more satisfied with school and the former also perform better. Students entering schools via the entrance examination and application channels do not differ in academic performance but have different comparative strengths in non-academic performance.",https://www.airitilibrary.com/Publication/Index?DocID=10183833-201812-201901070007-201901070007-569-618,46.4,2018,Taiwan Economic Review
